"","time","female","age","wage","ltime"
"8042",168,1,26,51,5.12396383285522
"8043",31,0,33,53.5999984741211,3.43398714065552
"8044",526,1,32,0,6.26530122756958
"8045",21,0,29,77.5999984741211,3.04452252388
"8046",123,0,35,79.0999984741211,4.81218433380127
"8047",62,0,29,57.0999984741211,4.12713432312012
"8048",28,0,28,78.5999984741211,3.33220458030701
"8049",367,0,34,75,5.90536165237427
"8050",57,1,30,82.0999984741211,4.04305124282837
"8051",824,0,38,87.1999969482422,6.71417045593262
"8052",763,0,34,66.3000030517578,6.63725805282593
"8053",1370,0,48,0,7.2225661277771
"8054",212,1,27,71.9000015258789,5.35658645629883
"8055",1116,1,31,0,7.01750612258911
"8056",2086,0,42,47.4000015258789,7.64300346374512
"8057",115,0,27,87.1999969482422,4.74493217468262
"8058",32,0,30,76.5,3.465735912323
"8059",92,1,29,20.3999996185303,4.52178859710693
"8060",943,1,47,14.8000001907349,6.84906625747681
"8061",923,1,47,0,6.82762908935547
"8062",213,0,36,81.0999984741211,5.36129236221313
"8063",214,0,37,49.5,5.36597585678101
"8064",1061,0,48,41.2999992370605,6.96696710586548
"8065",121,1,37,46.9000015258789,4.79579067230225
"8066",964,0,33,77,6.87109136581421
"8067",176,0,28,67.9000015258789,5.17048406600952
"8068",1460,0,36,85.6999969482422,7.28619194030762
"8069",400,1,46,80.5999984741211,5.99146461486816
"8070",213,1,41,42.2999992370605,5.36129236221313
"8071",92,1,35,0.5,4.52178859710693
"8072",60,0,39,76.5,4.09434461593628
"8073",283,0,32,0,5.64544677734375
"8074",17,0,31,73.5,2.83321332931519
"8075",1460,0,46,137.800003051758,7.28619194030762
"8076",1612,1,31,54.0999984741211,7.38523101806641
"8077",122,1,39,124.5,4.80402088165283
"8078",507,0,30,44.9000015258789,6.22851085662842
"8079",160,0,46,61.2000007629395,5.07517385482788
"8080",117,0,31,118.400001525879,4.76217412948608
"8081",78,0,27,86.1999969482422,4.35670900344849
"8082",236,0,39,75,5.46383190155029
"8083",47,0,28,63.2999992370605,3.85014748573303
"8084",47,0,37,0,3.85014748573303
"8085",936,1,41,46.9000015258789,6.84161567687988
"8086",285,0,28,68.4000015258789,5.65248918533325
"8087",88,1,32,52.5999984741211,4.47733688354492
"8088",305,0,34,88.8000030517578,5.72031164169312
"8089",619,1,26,28.1000003814697,6.42810535430908
"8090",77,0,39,67.9000015258789,4.34380531311035
"8091",429,1,27,36.7000007629395,6.06145715713501
"8092",123,0,28,68.9000015258789,4.81218433380127
"8093",31,0,29,51,3.43398714065552
"8094",563,1,36,31.6000003814697,6.33327960968018
"8095",1489,1,38,0,7.30586004257202
"8096",441,0,37,0,6.08904504776001
"8097",640,1,33,0,6.46146821975708
"8098",76,0,30,13.3000001907349,4.33073329925537
"8099",546,1,49,80.0999984741211,6.30261898040771
"8100",108,1,43,28.1000003814697,4.68213129043579
"8101",374,1,33,0,5.92425584793091
"8102",504,0,26,18.3999996185303,6.22257614135742
"8103",6,1,27,46.4000015258789,1.7917594909668
"8104",361,0,41,54.5999984741211,5.88887786865234
"8105",244,0,47,118.900001525879,5.49716806411743
"8106",101,0,44,66.3000030517578,4.61512041091919
"8107",638,0,33,82.6999969482422,6.45833826065063
"8108",411,0,30,66.8000030517578,6.01859331130981
"8109",852,1,27,62.7999992370605,6.74758672714233
"8110",1615,0,48,74.5,7.38709020614624
"8111",640,1,37,29.1000003814697,6.46146821975708
"8112",216,1,36,68.9000015258789,5.37527847290039
"8113",365,1,31,36.7000007629395,5.89989757537842
"8114",247,1,44,68.4000015258789,5.50938844680786
"8115",62,1,46,45.4000015258789,4.12713432312012
"8116",191,0,36,60.7000007629395,5.25227355957031
"8117",405,0,43,58.2000007629395,6.00388717651367
"8118",100,0,31,44.4000015258789,4.60517024993896
"8119",1759,1,28,16.7999992370605,7.47250080108643
"8120",670,0,26,72.4000015258789,6.5072774887085
"8121",7,0,26,63.2999992370605,1.94591009616852
"8122",29,0,33,76.5,3.36729574203491
"8123",817,0,29,28.6000003814697,6.70563888549805
"8124",396,1,36,41.7999992370605,5.98141431808472
"8125",215,1,43,76.5,5.37063789367676
"8126",592,0,43,98,6.38350677490234
"8127",1480,1,28,46.9000015258789,7.29979753494263
"8128",145,0,31,86.1999969482422,4.97673368453979
"8129",92,0,34,204.100006103516,4.52178859710693
"8130",17,1,32,65.3000030517578,2.83321332931519
"8131",336,0,31,88.8000030517578,5.81711101531982
"8132",609,1,48,50,6.4118185043335
"8133",528,0,38,83.1999969482422,6.26909637451172
"8134",311,0,28,111.199996948242,5.7397928237915
"8135",669,0,31,109.199996948242,6.505784034729
"8136",121,0,34,61.2000007629395,4.79579067230225
"8137",116,0,27,70.9000015258789,4.75359010696411
"8138",217,1,27,34.2000007629395,5.37989711761475
"8139",59,1,40,24.5,4.07753753662109
"8140",22,0,32,72.4000015258789,3.09104251861572
"8141",638,0,38,0,6.45833826065063
"8142",18,0,35,52,2.89037179946899
"8143",15,1,29,60.7000007629395,2.70805025100708
"8144",1347,1,40,39.7999992370605,7.20563507080078
"8145",756,1,49,78.0999984741211,6.62804126739502
"8146",234,0,36,54.0999984741211,5.45532131195068
"8147",279,1,40,59.7000007629395,5.63121175765991
"8148",124,0,41,76.5,4.82028150558472
"8149",1825,0,28,0,7.50933504104614
"8150",154,1,46,40.7999992370605,5.03695249557495
"8151",109,0,34,61.2000007629395,4.6913480758667
"8152",564,0,32,102,6.33505439758301
"8153",47,0,33,88.8000030517578,3.85014748573303
"8154",151,1,29,54.5999984741211,5.01727962493896
"8155",63,0,46,0,4.14313459396362
"8156",158,0,41,63.2999992370605,5.06259489059448
"8157",581,1,36,45.9000015258789,6.36475086212158
"8158",275,1,44,90.8000030517578,5.61677122116089
"8159",366,0,32,81.0999984741211,5.90263319015503
"8160",14,0,31,46.4000015258789,2.63905739784241
"8161",1127,1,42,20.8999996185303,7.02731466293335
"8162",24,0,27,70.9000015258789,3.178053855896
"8163",400,0,48,79.0999984741211,5.99146461486816
"8164",536,0,29,66.8000030517578,6.28413438796997
"8165",368,1,26,47.4000015258789,5.90808296203613
"8166",100,1,34,63.7999992370605,4.60517024993896
"8167",125,0,26,79.0999984741211,4.82831382751465
"8168",127,0,44,134.699996948242,4.84418725967407
"8169",765,1,49,33.7000007629395,6.63987588882446
"8170",31,1,40,50,3.43398714065552
"8171",90,0,26,33.2000007629395,4.49980974197388
"8172",323,0,27,61.2000007629395,5.77765226364136
"8173",37,1,39,86.1999969482422,3.61091780662537
"8174",31,1,32,27.6000003814697,3.43398714065552
"8175",1359,1,26,89.3000030517578,7.21450424194336
"8176",783,0,44,87.8000030517578,6.6631326675415
"8177",32,0,30,85.1999969482422,3.465735912323
"8178",1399,1,26,0,7.2435131072998
"8179",867,1,31,36.7000007629395,6.76503896713257
"8180",38,0,33,54.0999984741211,3.63758611679077
"8181",243,0,36,0,5.49306154251099
"8182",46,0,40,57.7000007629395,3.82864141464233
"8183",1454,0,35,54.5999984741211,7.28207349777222
"8184",11,0,38,52.5999984741211,2.39789533615112
"8185",32,1,34,104.599998474121,3.465735912323
"8186",33,0,31,50,3.49650764465332
"8187",70,0,32,81.5999984741211,4.24849510192871
"8188",185,0,47,70.9000015258789,5.22035598754883
"8189",17,0,47,63.2999992370605,2.83321332931519
"8190",46,1,34,58.7000007629395,3.82864141464233
"8191",175,0,44,47.4000015258789,5.16478586196899
"8192",777,1,40,74.5,6.65544033050537
"8193",82,0,33,55.0999984741211,4.40671920776367
"8194",1185,0,48,126,7.07749795913696
"8195",274,1,33,25,5.61312818527222
"8196",98,0,47,35.7000007629395,4.58496761322021
"8197",573,1,33,51.5,6.35088586807251
"8198",1125,1,29,111.199996948242,7.02553844451904
"8199",147,0,32,63.7999992370605,4.99043273925781
"8200",308,1,34,67.9000015258789,5.73009967803955
"8201",28,0,28,92.9000015258789,3.33220458030701
"8202",80,1,40,65.8000030517578,4.38202667236328
"8203",761,1,37,34.7000007629395,6.63463354110718
"8204",33,0,30,71.4000015258789,3.49650764465332
"8205",182,1,28,24.5,5.20400667190552
"8206",157,0,41,105.599998474121,5.05624580383301
"8207",577,0,32,71.9000015258789,6.35784244537354
"8208",80,0,31,77.5999984741211,4.38202667236328
"8209",1396,0,43,72.4000015258789,7.24136638641357
"8210",409,0,38,56.5999984741211,6.0137152671814
"8211",323,0,37,37.7999992370605,5.77765226364136
"8212",1068,1,31,0,6.97354316711426
"8213",367,0,28,69.9000015258789,5.90536165237427
"8214",1461,0,38,71.4000015258789,7.28687620162964
"8215",128,0,49,0,4.8520302772522
"8216",1162,0,42,0,7.05789804458618
"8217",266,1,47,26.5,5.58349609375
"8218",631,0,30,51,6.44730567932129
"8219",105,0,26,96.4000015258789,4.65396022796631
"8220",673,0,31,44.4000015258789,6.51174545288086
"8221",336,0,30,100.5,5.81711101531982
"8222",201,0,36,204.100006103516,5.30330467224121
"8223",246,0,35,56.5999984741211,5.50533151626587
"8224",59,0,38,78.0999984741211,4.07753753662109
"8225",366,0,34,78.0999984741211,5.90263319015503
"8226",98,1,46,65.8000030517578,4.58496761322021
"8227",252,0,33,52,5.52942895889282
"8228",1335,0,30,46.9000015258789,7.19668674468994
"8229",209,0,42,0,5.34233427047729
"8230",126,1,33,64.3000030517578,4.83628177642822
"8231",857,1,49,0,6.75343799591064
"8232",66,0,37,93.4000015258789,4.18965482711792
"8233",54,0,47,111.199996948242,3.98898410797119
"8234",799,0,30,57.0999984741211,6.6833610534668
"8235",58,0,29,67.3000030517578,4.06044292449951
"8236",563,0,44,71.4000015258789,6.33327960968018
"8237",575,0,44,67.3000030517578,6.3543701171875
"8238",832,0,34,77,6.72383260726929
"8239",370,0,38,50,5.91350317001343
"8240",1043,1,28,27,6.94985628128052
"8241",43,0,32,79.5999984741211,3.76120018959045
"8242",35,0,32,80.0999984741211,3.55534815788269
"8243",92,0,29,55.0999984741211,4.52178859710693
"8244",473,1,36,44.4000015258789,6.159095287323
"8245",97,0,32,33.2000007629395,4.57471084594727
"8246",877,0,27,12.1999998092651,6.77650690078735
"8247",72,0,29,41.7999992370605,4.27666616439819
"8248",64,0,26,95.4000015258789,4.1588830947876
"8249",69,0,32,86.6999969482422,4.23410654067993
"8250",36,0,38,87.1999969482422,3.58351898193359
"8251",374,0,32,76.5,5.92425584793091
"8252",32,0,36,133.699996948242,3.465735912323
"8253",34,1,26,62.2000007629395,3.52636051177979
"8254",174,0,45,91.3000030517578,5.15905523300171
"8255",458,1,33,45.9000015258789,6.12686920166016
"8256",175,0,40,0,5.16478586196899
"8257",92,0,30,85.6999969482422,4.52178859710693
"8258",74,1,37,18.8999996185303,4.30406522750854
"8259",721,0,28,26.5,6.58063936233521
"8260",964,1,30,45.9000015258789,6.87109136581421
"8261",330,0,30,79.0999984741211,5.7990927696228
"8262",15,0,38,70.9000015258789,2.70805025100708
"8263",60,0,36,135.199996948242,4.09434461593628
"8264",90,0,28,69.9000015258789,4.49980974197388
"8265",292,0,28,48.5,5.67675399780273
"8266",26,0,27,79.5999984741211,3.25809645652771
"8267",96,0,30,72.4000015258789,4.5643482208252
"8268",2039,1,46,54.5999984741211,7.62021493911743
"8269",78,1,42,63.2999992370605,4.35670900344849
"8270",56,0,42,75,4.02535152435303
"8271",1810,0,47,116.300003051758,7.50108194351196
"8272",371,0,27,61.2000007629395,5.91620206832886
"8273",778,0,31,76,6.65672636032104
"8274",33,0,44,67.3000030517578,3.49650764465332
"8275",1247,1,40,91.3000030517578,7.12849617004395
"8276",547,0,44,0,6.30444860458374
"8277",366,1,30,53.0999984741211,5.90263319015503
"8278",1674,0,45,85.1999969482422,7.42297124862671
"8279",253,0,34,73,5.53338956832886
"8280",1461,0,37,134.199996948242,7.28687620162964
"8281",656,1,47,30.6000003814697,6.48616075515747
"8282",74,0,35,92.9000015258789,4.30406522750854
"8283",112,0,26,59.2000007629395,4.71849870681763
"8284",21,0,39,134.699996948242,3.04452252388
"8285",40,0,28,81.5999984741211,3.68887948989868
"8286",390,0,34,0,5.96614694595337
"8287",1767,0,33,90.3000030517578,7.47703838348389
"8288",759,1,42,69.4000015258789,6.63200187683105
"8289",17,1,28,66.3000030517578,2.83321332931519
"8290",134,1,34,71.9000015258789,4.89784002304077
"8291",43,0,41,93.4000015258789,3.76120018959045
"8292",294,0,47,39.7999992370605,5.68357992172241
"8293",625,1,46,30.1000003814697,6.43775177001953
"8294",107,1,27,0,4.67282867431641
"8295",915,1,48,59.7000007629395,6.81892395019531
"8296",1307,1,43,29.1000003814697,7.17548990249634
"8297",104,0,29,59.2000007629395,4.64439105987549
"8298",506,0,44,86.1999969482422,6.22653675079346
"8299",51,1,35,17.2999992370605,3.93182563781738
"8300",38,0,29,80.5999984741211,3.63758611679077
"8301",156,0,29,73,5.04985618591309
"8302",633,0,42,63.2999992370605,6.45047044754028
"8303",1536,0,29,0,7.33693695068359
"8304",209,0,37,65.3000030517578,5.34233427047729
"8305",1423,1,32,0,7.26052236557007
"8306",45,0,45,61.2000007629395,3.80666255950928
"8307",278,0,34,0,5.62762117385864
"8308",93,0,30,84.6999969482422,4.53259944915771
"8309",154,0,33,52,5.03695249557495
"8310",912,1,32,51,6.81563997268677
"8311",186,0,43,58.7000007629395,5.22574663162231
"8312",700,1,30,0,6.55108022689819
"8313",217,0,32,58.7000007629395,5.37989711761475
"8314",962,0,43,38.2999992370605,6.86901426315308
"8315",1728,0,44,100.5,7.45472002029419
"8316",336,1,48,52,5.81711101531982
"8317",113,1,42,54.5999984741211,4.72738790512085
"8318",288,0,33,68.9000015258789,5.66296052932739
"8319",143,0,38,111.699996948242,4.96284484863281
"8320",271,1,35,0,5.60211896896362
"8321",244,1,30,72.4000015258789,5.49716806411743
"8322",427,1,37,71.4000015258789,6.05678415298462
"8323",93,0,31,100,4.53259944915771
"8324",1339,1,33,66.3000030517578,7.19967842102051
"8325",680,0,32,65.3000030517578,6.52209281921387
"8326",105,0,38,106.099998474121,4.65396022796631
"8327",366,0,43,133.699996948242,5.90263319015503
"8328",1095,0,28,59.2000007629395,6.99850940704346
"8329",76,1,37,134.699996948242,4.33073329925537
"8330",223,0,26,76.5,5.40717172622681
"8331",1355,0,38,75,7.21155691146851
"8332",32,0,28,30.1000003814697,3.465735912323
"8333",655,1,47,69.9000015258789,6.48463535308838
"8334",1466,0,40,52,7.29029273986816
"8335",76,0,32,55.5999984741211,4.33073329925537
"8336",517,0,27,31.1000003814697,6.24804306030273
"8337",88,0,44,93.4000015258789,4.47733688354492
"8338",440,1,29,0,6.0867748260498
"8339",62,0,30,92.9000015258789,4.12713432312012
"8340",107,1,31,32.0999984741211,4.67282867431641
"8341",1613,1,42,75.5,7.38585090637207
"8342",31,0,32,70.4000015258789,3.43398714065552
"8343",32,0,28,73.5,3.465735912323
"8344",417,0,33,68.9000015258789,6.03308629989624
"8345",1129,0,26,81.0999984741211,7.02908754348755
"8346",34,0,37,57.7000007629395,3.52636051177979
"8347",132,0,43,76.5,4.88280200958252
"8348",31,0,40,54.5999984741211,3.43398714065552
"8349",56,0,44,123,4.02535152435303
"8350",790,0,35,77,6.67203283309937
"8351",68,0,29,83.1999969482422,4.21950769424438
"8352",193,0,32,96.9000015258789,5.26269006729126
"8353",183,0,36,137.800003051758,5.20948600769043
"8354",274,1,32,107.099998474121,5.61312818527222
"8355",47,0,34,109.699996948242,3.85014748573303
"8356",105,0,26,57.7000007629395,4.65396022796631
"8357",229,1,33,134.199996948242,5.43372201919556
"8358",273,1,31,20.3999996185303,5.60947179794312
"8359",15,0,37,63.2999992370605,2.70805025100708
"8360",439,1,42,13.3000001907349,6.08449935913086
"8361",275,1,44,102,5.61677122116089
"8362",517,0,36,56.5999984741211,6.24804306030273
"8363",364,1,39,19.3999996185303,5.89715385437012
"8364",23,1,43,25,3.13549423217773
"8365",1068,1,29,0,6.97354316711426
"8366",1341,0,27,46.9000015258789,7.20117092132568
"8367",1958,0,29,52.5999984741211,7.57967901229858
"8368",458,1,40,29.1000003814697,6.12686920166016
"8369",275,1,36,0,5.61677122116089
"8370",294,1,43,74.5,5.68357992172241
"8371",1286,0,33,54.0999984741211,7.15929174423218
"8372",78,0,47,30.1000003814697,4.35670900344849
"8373",108,0,32,137.800003051758,4.68213129043579
"8374",131,0,36,69.9000015258789,4.8751974105835
"8375",32,0,38,104.599998474121,3.465735912323
"8376",867,0,49,59.7000007629395,6.76503896713257
"8377",821,1,30,31.1000003814697,6.71052312850952
"8378",14,0,26,57.0999984741211,2.63905739784241
"8379",1511,0,26,57.7000007629395,7.32052707672119
"8380",91,0,48,63.7999992370605,4.51085948944092
"8381",33,0,29,85.1999969482422,3.49650764465332
"8382",1022,1,45,81.0999984741211,6.92951679229736
"8383",215,1,29,39.2999992370605,5.37063789367676
"8384",62,1,30,58.7000007629395,4.12713432312012
"8385",57,0,28,19.8999996185303,4.04305124282837
"8386",154,0,34,87.1999969482422,5.03695249557495
"8387",61,0,27,84.1999969482422,4.11087369918823
"8388",54,0,33,69.4000015258789,3.98898410797119
"8389",427,1,38,73,6.05678415298462
"8390",93,1,32,63.2999992370605,4.53259944915771
"8391",702,1,26,53.5999984741211,6.55393362045288
"8392",91,1,26,57.7000007629395,4.51085948944092
"8393",884,0,36,61.7000007629395,6.78445720672607
"8394",137,1,31,0,4.91998100280762
"8395",521,0,27,58.2000007629395,6.25575017929077
"8396",40,0,32,73,3.68887948989868
"8397",517,1,40,57.7000007629395,6.24804306030273
"8398",92,1,35,38.2999992370605,4.52178859710693
"8399",48,0,31,38.2999992370605,3.8712010383606
"8400",844,1,29,0,6.73815250396729
"8401",1376,0,45,0,7.22693586349487
"8402",13,0,32,57.7000007629395,2.56494927406311
"8403",707,0,45,59.7000007629395,6.56103086471558
"8404",1145,1,30,0,7.04315996170044
"8405",15,0,38,57.0999984741211,2.70805025100708
"8406",20,0,30,31.6000003814697,2.99573230743408
"8407",154,0,46,67.9000015258789,5.03695249557495
"8408",70,0,49,0,4.24849510192871
"8409",143,1,27,77,4.96284484863281
"8410",63,0,37,71.9000015258789,4.14313459396362
"8411",93,0,38,59.7000007629395,4.53259944915771
"8412",77,0,34,59.7000007629395,4.34380531311035
"8413",307,1,29,42.2999992370605,5.72684764862061
"8414",121,1,46,27.6000003814697,4.79579067230225
"8415",56,0,30,83.6999969482422,4.02535152435303
"8416",278,1,40,38.2999992370605,5.62762117385864
"8417",942,1,48,65.3000030517578,6.8480052947998
"8418",98,0,43,98.5,4.58496761322021
"8419",1193,0,29,108.199996948242,7.08422660827637
"8420",935,1,31,60.7000007629395,6.84054660797119
"8421",31,0,45,131.600006103516,3.43398714065552
"8422",45,0,30,83.6999969482422,3.80666255950928
"8423",627,0,30,27.6000003814697,6.44094657897949
"8424",190,0,35,0,5.24702405929565
"8425",105,0,48,103.099998474121,4.65396022796631
"8426",32,0,30,58.2000007629395,3.465735912323
"8427",936,1,29,0,6.84161567687988
"8428",731,0,35,0,6.59441328048706
"8429",366,1,26,54.5999984741211,5.90263319015503
"8430",409,1,27,0,6.0137152671814
"8431",609,0,30,82.0999984741211,6.4118185043335
"8432",90,0,28,102.599998474121,4.49980974197388
"8433",427,1,38,0,6.05678415298462
"8434",115,0,42,122.400001525879,4.74493217468262
"8435",1279,1,31,44.4000015258789,7.15383386611938
"8436",189,1,36,38.2999992370605,5.24174690246582
"8437",110,0,45,70.9000015258789,4.70048046112061
"8438",279,1,36,0,5.63121175765991
"8439",107,0,27,49.5,4.67282867431641
"8440",70,1,29,76,4.24849510192871
"8441",117,0,37,102,4.76217412948608
"8442",19,0,38,76,2.94443893432617
"8443",61,0,41,67.9000015258789,4.11087369918823
"8444",31,1,48,99,3.43398714065552
"8445",164,0,37,76.5,5.09986639022827
"8446",1052,0,34,67.3000030517578,6.95844841003418
"8447",727,0,49,59.2000007629395,6.58892631530762
"8448",40,0,26,68.4000015258789,3.68887948989868
"8449",129,0,30,67.3000030517578,4.85981225967407
"8450",731,0,49,124.5,6.59441328048706
"8451",26,0,43,36.2000007629395,3.25809645652771
"8452",91,0,29,52,4.51085948944092
"8453",40,0,37,98,3.68887948989868
"8454",365,1,32,0,5.89989757537842
"8455",64,1,30,84.1999969482422,4.1588830947876
"8456",48,0,39,60.7000007629395,3.8712010383606
"8457",528,0,27,0,6.26909637451172
"8458",428,1,36,95.9000015258789,6.05912303924561
"8459",38,0,29,41.7999992370605,3.63758611679077
"8460",316,0,38,52,5.75574207305908
"8461",52,0,34,60.7000007629395,3.95124363899231
"8462",12,1,40,43.9000015258789,2.4849066734314
"8463",397,0,26,64.8000030517578,5.98393630981445
"8464",154,1,28,67.9000015258789,5.03695249557495
"8465",220,0,37,53.0999984741211,5.39362764358521
"8466",975,1,31,68.4000015258789,6.88243770599365
"8467",562,0,45,76,6.33150196075439
"8468",78,0,26,69.4000015258789,4.35670900344849
"8469",1892,0,29,0,7.5453896522522
"8470",63,0,32,107.099998474121,4.14313459396362
"8471",127,1,27,60.7000007629395,4.84418725967407
"8472",398,0,40,69.4000015258789,5.98645210266113
"8473",345,0,42,86.1999969482422,5.84354448318481
"8474",391,0,33,57.7000007629395,5.96870756149292
"8475",663,1,29,0,6.49677515029907
"8476",34,0,31,63.7999992370605,3.52636051177979
"8477",2041,0,42,16.2999992370605,7.6211953163147
"8478",468,1,44,45.9000015258789,6.14846849441528
"8479",308,1,30,41.7999992370605,5.73009967803955
"8480",237,0,30,91.8000030517578,5.46806001663208
"8481",869,1,43,102,6.76734304428101
"8482",336,0,31,135.699996948242,5.81711101531982
"8483",354,0,38,89.3000030517578,5.86929702758789
"8484",1386,0,41,29.6000003814697,7.23417711257935
"8485",1856,0,38,67.9000015258789,7.52617883682251
"8486",11,1,29,42.2999992370605,2.39789533615112
"8487",1502,0,28,45.9000015258789,7.31455278396606
"8488",45,0,39,75,3.80666255950928
"8489",95,1,29,45.4000015258789,4.55387687683105
"8490",865,0,32,53.5999984741211,6.76272964477539
"8491",196,0,47,46.4000015258789,5.27811479568481
"8492",1035,1,30,38.2999992370605,6.94215679168701
"8493",31,0,45,55.5999984741211,3.43398714065552
"8494",122,1,38,75,4.80402088165283
"8495",414,1,27,0,6.02586603164673
"8496",58,1,29,90.3000030517578,4.06044292449951
"8497",108,0,39,80.0999984741211,4.68213129043579
"8498",27,0,29,71.4000015258789,3.29583692550659
"8499",577,0,42,64.3000030517578,6.35784244537354
"8500",791,1,44,0,6.67329788208008
"8501",275,1,29,42.2999992370605,5.61677122116089
"8502",497,1,28,64.8000030517578,6.20859003067017
"8503",1070,0,33,17.8999996185303,6.97541379928589
"8504",75,0,35,97.4000015258789,4.31748819351196
"8505",144,0,43,69.4000015258789,4.96981334686279
"8506",7,0,28,64.3000030517578,1.94591009616852
"8507",922,1,28,56.0999984741211,6.82654523849487
"8508",35,0,34,47.4000015258789,3.55534815788269
"8509",883,0,41,84.6999969482422,6.7833251953125
"8510",127,0,30,81.0999984741211,4.84418725967407
"8511",351,1,37,33.7000007629395,5.86078643798828
"8512",364,1,30,0,5.89715385437012
"8513",67,0,37,81.5999984741211,4.20469284057617
"8514",608,1,30,0,6.41017484664917
"8515",111,0,40,56.5999984741211,4.70953035354614
"8516",276,1,34,98,5.62040090560913
"8517",77,0,26,52.5999984741211,4.34380531311035
"8518",101,0,29,57.0999984741211,4.61512041091919
"8519",158,1,27,60.2000007629395,5.06259489059448
"8520",769,0,48,64.3000030517578,6.64509105682373
"8521",122,0,39,70.4000015258789,4.80402088165283
"8522",63,1,43,60.7000007629395,4.14313459396362
"8523",65,0,28,77.5999984741211,4.17438745498657
"8524",619,1,28,0,6.42810535430908
"8525",305,0,39,81.0999984741211,5.72031164169312
"8526",213,1,32,70.9000015258789,5.36129236221313
"8527",305,1,31,0,5.72031164169312
"8528",185,0,39,74.5,5.22035598754883
"8529",24,0,29,68.9000015258789,3.178053855896
"8530",1099,1,37,0,7.00215578079224
"8531",356,0,31,49.5,5.87493085861206
"8532",61,0,48,134.199996948242,4.11087369918823
"8533",455,0,33,133.699996948242,6.1202974319458
"8534",274,0,44,130.100006103516,5.61312818527222
"8535",196,0,41,114.800003051758,5.27811479568481
"8536",1082,1,38,62.7999992370605,6.9865665435791
"8537",790,1,31,19.3999996185303,6.67203283309937
"8538",153,0,39,65.3000030517578,5.03043794631958
"8539",426,0,49,130.600006103516,6.05443954467773
"8540",62,0,31,64.3000030517578,4.12713432312012
"8541",229,0,29,36.2000007629395,5.43372201919556
"8542",143,0,48,59.7000007629395,4.96284484863281
"8543",926,0,43,73,6.8308744430542
"8544",1277,0,44,0,7.15226888656616
"8545",897,1,29,127,6.79905605316162
"8546",400,1,28,0,5.99146461486816
"8547",1076,0,46,0,6.98100566864014
"8548",762,0,37,66.8000030517578,6.63594675064087
"8549",338,1,28,75.5,5.82304573059082
"8550",180,1,28,48,5.19295692443848
"8551",234,0,31,99,5.45532131195068
"8552",700,0,46,69.9000015258789,6.55108022689819
"8553",465,0,47,52.5999984741211,6.1420373916626
"8554",19,0,35,71.4000015258789,2.94443893432617
"8555",900,1,29,0,6.80239486694336
"8556",122,0,37,30.6000003814697,4.80402088165283
"8557",1727,0,28,46.9000015258789,7.45414113998413
"8558",336,0,27,75,5.81711101531982
"8559",93,0,30,13.8000001907349,4.53259944915771
"8560",199,1,47,49,5.29330492019653
"8561",27,1,29,83.1999969482422,3.29583692550659
"8562",15,0,27,30.6000003814697,2.70805025100708
"8563",297,0,43,67.3000030517578,5.69373226165771
"8564",528,0,29,92.3000030517578,6.26909637451172
"8565",59,0,30,76,4.07753753662109
"8566",25,0,39,102,3.21887588500977
"8567",1117,1,30,51.5,7.01840162277222
"8568",11,0,32,11.1999998092651,2.39789533615112
"8569",94,1,30,70.9000015258789,4.54329490661621
"8570",274,1,42,96.4000015258789,5.61312818527222
"8571",248,1,26,34.2000007629395,5.51342868804932
"8572",461,0,27,51,6.13339805603027
"8573",28,0,48,71.4000015258789,3.33220458030701
"8574",1188,0,43,105.599998474121,7.08002662658691
"8575",519,1,29,62.2000007629395,6.25190401077271
"8576",349,1,29,24.5,5.85507202148438
"8577",517,0,37,93.9000015258789,6.24804306030273
"8578",335,1,32,0,5.8141303062439
"8579",865,0,41,51,6.76272964477539
"8580",517,1,48,29.6000003814697,6.24804306030273
"8581",366,1,37,69.9000015258789,5.90263319015503
"8582",1705,1,44,0,7.44132041931152
"8583",305,1,36,26,5.72031164169312
"8584",61,0,29,86.1999969482422,4.11087369918823
"8585",153,1,38,27.6000003814697,5.03043794631958
"8586",224,0,41,75.5,5.41164588928223
"8587",851,1,40,57.7000007629395,6.74641227722168
"8588",34,0,49,69.4000015258789,3.52636051177979
"8589",258,1,32,56.5999984741211,5.55295944213867
"8590",105,0,38,51,4.65396022796631
"8591",685,0,41,0,6.5294189453125
"8592",182,0,47,60.7000007629395,5.20400667190552
"8593",380,1,45,70.9000015258789,5.94017124176025
"8594",669,0,33,100.5,6.505784034729
"8595",176,1,32,0,5.17048406600952
"8596",35,0,27,94.4000015258789,3.55534815788269
"8597",467,1,31,0,6.14632940292358
"8598",367,1,45,33.7000007629395,5.90536165237427
"8599",318,1,26,53.5999984741211,5.76205158233643
"8600",60,0,27,51.5,4.09434461593628
"8601",107,0,35,50,4.67282867431641
"8602",152,1,39,58.7000007629395,5.02388048171997
"8603",54,0,40,68.9000015258789,3.98898410797119
"8604",926,0,36,0,6.8308744430542
"8605",87,0,40,88.3000030517578,4.46590805053711
"8606",44,1,27,75.5,3.78418970108032
"8607",2070,0,28,0,7.63530397415161
"8608",335,0,31,100,5.8141303062439
"8609",92,0,31,101.5,4.52178859710693
"8610",138,1,30,87.8000030517578,4.92725372314453
"8611",1626,0,33,0,7.39387845993042
"8612",1418,1,29,0,7.25700283050537
"8613",44,0,48,124,3.78418970108032
"8614",79,1,27,23,4.36944770812988
